COLLECTION_START_TIME,START_TIME,END_TIME,FOLDER_NAME,INTEGRATION_SERVICE,WORKFLOW_NAME,WORKFLOW_EXECUTION_ID,TASK_NAME,STATUS,SUCCESSFUL_SOURCE_ROWS,FAILED_SOURCE_ROWS,SUCCESSFUL_TARGET_ROWS,FAILED_TARGET_ROWS,EXECUTION_TIME,DB_TIMESTAMP,SITE_NO,RUN_ERR_MSG
05-22-2023 23:55:09,2023-05-22 23:55:05,2023-05-22 23:55:09,OS_QA_Automation                                                                                                                                                                                                                                ,PCIS_INFA102_PROD_SUPP                                                                                                                                                                                                                          ,Automation_ODS_REDSHIFT_user3                                                                                                                                                                                                                   ,                                            357677,REDSHIFT_VS_REDSHIFT                                                                                                                                                                                                                            ,                                                 2,                                                 0,                                                 0,                                                 0,                                                 0,                                                 4,2023-05-23 03:55:09,.357677.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,
